City,Population,MedianIncome,PopulationWithHighSchoolDiploma,PopulationWithAssociatesDegree,PopulationWithBachelorsDegree,PopulationWithHighSpeedInternet,Latitude,Longitude
"White River, SD",1354.0,33750.0,238.0,41.0,94.0,563,43.5670678,-100.744875
"White Salmon, WA",6874.0,65549.0,872.0,323.0,1469.0,2131,45.7283938,-121.4853883
"White Springs, FL",2186.0,40820.0,691.0,150.0,147.0,785,30.3318265,-82.75607190000002
"White Stone, VA",2526.0,69583.0,561.0,155.0,414.0,347,37.64473710000001,-76.3899646
"White Sulphur Springs, MT",1702.0,46339.0,464.0,54.0,259.0,879,46.54528300000001,-110.9038956
"White Sulphur Springs, WV",5477.0,38728.0,1248.0,257.0,306.0,2005,37.7993268,-80.30090009999998
"White Swan, WA",2234.0,49821.0,388.0,111.0,66.0,805,46.3769782,-120.738123
"White, GA",6504.0,67066.0,1185.0,386.0,782.0,715,34.282233700000006,-84.74802820000002
"White, SD",1173.0,67500.0,307.0,76.0,100.0,556,44.435904,-96.6460096
"Whiteface, TX",622.0,52500.0,132.0,47.0,35.0,357,33.599562899999995,-102.61337
"Whitefield, NH",3166.0,50938.0,730.0,291.0,413.0,1299,44.3713078,-71.60995340000002
"Whitefield, OK",679.0,45208.0,154.0,53.0,44.0,314,35.2542875,-95.2448337
"Whitefish, MT",13943.0,63030.0,1676.0,794.0,3377.0,6880,48.4561525,-114.368879
"Whitehall, MI",9174.0,60533.0,1484.0,708.0,1266.0,2603,43.4005174,-86.33959890000001
"Whitehall, MT",3819.0,55458.0,658.0,439.0,632.0,1071,45.8709868,-112.0975837
"Whitehall, NY",4745.0,60085.0,1149.0,345.0,228.0,2562,43.5460125,-73.433778
"Whitehall, PA",27678.0,63976.0,6608.0,2205.0,3471.0,13958,40.3602048,-79.98979320000002
"Whitehall, WI",3439.0,53711.0,877.0,348.0,253.0,1576,44.3605158,-91.337802
"Whitehorse, SD",113.0,-666666666.0,13.0,10.0,3.0,145,45.2746315,-100.9011786
"Whitehouse, OH",7312.0,75195.0,1329.0,680.0,1157.0,2180,41.5215839,-83.7957489
"Whitehouse, TX",13562.0,74886.0,1285.0,1046.0,1696.0,7731,32.2216774,-95.2206759
"Whiteland, IN",14042.0,72468.0,3196.0,744.0,1737.0,4170,39.5523395,-86.074732
"Whitelaw, WI",1988.0,64808.0,592.0,181.0,207.0,750,44.1475608,-87.8266898
"Whiteriver, AZ",11251.0,31045.0,1793.0,182.0,225.0,2335,33.83976,-109.9607703
"Whiterocks, UT",457.0,68000.0,84.0,6.0,11.0,317,40.4721466,-109.9412201
"Whitesboro, NY",11154.0,67391.0,1701.0,1177.0,1974.0,3758,43.1239847,-75.2966876
"Whitesboro, TX",9806.0,65721.0,1817.0,634.0,720.0,3777,33.6595796,-96.9036942
"Whitesburg, GA",4494.0,54327.0,887.0,238.0,226.0,266,33.492068100000004,-84.9142997
"Whitesburg, KY",7592.0,29268.0,1449.0,610.0,380.0,2062,37.1177536,-82.82301690000001
"Whiteside, MO",70.0,33750.0,22.0,10.0,0.0,15,39.1835548,-91.0167343
"Whiteside, TN",244.0,-666666666.0,98.0,0.0,0.0,219,34.994556,-85.4868454
"Whitestown, IN",6614.0,87485.0,389.0,279.0,1382.0,2790,39.9705176,-86.3611954
"Whitesville, KY",3321.0,58050.0,830.0,336.0,113.0,8,37.68314390000001,-86.8698331
"Whitesville, WV",1137.0,34922.0,270.0,50.0,56.0,315,37.97957460000001,-81.53464179999997
"Whitetail, MT",22.0,-666666666.0,5.0,0.0,0.0,14,48.8965167,-105.161391
"Whiteville, NC",18522.0,36669.0,4086.0,1230.0,1480.0,4862,34.3305767,-78.701362
"Whiteville, TN",6755.0,53631.0,1337.0,133.0,310.0,1155,35.317931,-89.149744
"Whitewater, CA",1372.0,38396.0,156.0,92.0,105.0,858,33.9355902,-116.68721200000002
"Whitewater, MT",188.0,-666666666.0,18.0,11.0,29.0,64,48.7634714,-107.6302448
"Whitewater, WI",19241.0,48258.0,2045.0,731.0,1443.0,13722,42.83743920000001,-88.7342824
"Whitewood, SD",2401.0,70577.0,521.0,118.0,324.0,1000,44.4617611,-103.6380968
"Whitewright, TX",5064.0,78319.0,756.0,365.0,655.0,1761,33.5111592,-96.3949059
"Whitharral, TX",80.0,38750.0,13.0,4.0,11.0,143,33.7391544,-102.3278231
"Whiting, IA",1066.0,56125.0,249.0,93.0,133.0,607,42.1272242,-96.1506773
"Whiting, IN",12319.0,50127.0,2856.0,387.0,1175.0,4883,41.676754,-87.476404
"Whiting, KS",433.0,49338.0,145.0,16.0,27.0,186,39.5878739,-95.6112004
"Whitingham, VT",1125.0,69338.0,239.0,78.0,207.0,68,42.7891936,-72.88334920000001
"Whitinsville, MA",9750.0,76250.0,1982.0,526.0,1526.0,6843,42.1187998,-71.6724964
"Whitley City, KY",4339.0,22857.0,812.0,369.0,206.0,1100,36.7227946,-84.4754686
"Whitmire, SC",3214.0,38362.0,661.0,300.0,155.0,1434,34.5040465,-81.6142809
"Whitmore Lake, MI",13830.0,73243.0,2418.0,890.0,2148.0,7403,42.420281,-83.7521343
"Whitmore, CA",703.0,51786.0,126.0,51.0,71.0,169,40.61251,-121.9359064
"Whitney Point, NY",4290.0,58359.0,1083.0,362.0,319.0,964,42.3305683,-75.97161820000002
"Whitney, NE",331.0,73846.0,62.0,31.0,25.0,77,42.7837588,-103.256697
"Whitney, TX",10252.0,51409.0,2207.0,696.0,1009.0,2150,31.9524475,-97.3197696
"Whitsett, NC",8612.0,70529.0,1319.0,639.0,1652.0,701,36.07917970000001,-79.5723452
"Whittemore, IA",936.0,65852.0,218.0,108.0,97.0,470,43.06333529999999,-94.4252462
"Whittemore, MI",1774.0,42802.0,516.0,92.0,79.0,383,44.23372970000001,-83.80329499999998
"Whittier, CA",195308.0,77285.0,35830.0,10688.0,18237.0,88867,33.9668274,-118.0201222
"Whittier, NC",5779.0,38148.0,1124.0,537.0,436.0,22,35.4346765,-83.3547579
"Whitwell, TN",9605.0,49738.0,2366.0,406.0,412.0,1753,35.192393,-85.5215315
"Wichita Falls, TX",99151.0,50544.28571428572,15626.0,5375.0,10670.0,98134,33.90665429999999,-98.5258481
"Wichita, KS",418915.0,-24626498.111111112,57959.0,21733.0,52587.0,381180,37.6906377,-97.3458362
"Wickenburg, AZ",9314.0,50009.0,1827.0,636.0,1297.0,4231,33.9947988,-112.758908
"Wickes, AR",1760.0,36786.0,237.0,71.0,129.0,715,34.299735600000005,-94.3272516
"Wickett, TX",685.0,61023.0,245.0,14.0,17.0,539,31.567325399999994,-103.00594759999998
"Wickliffe, KY",2551.0,39559.0,468.0,197.0,54.0,617,36.9662361,-89.0818997
"Wickliffe, OH",16812.0,54306.0,3696.0,1311.0,2064.0,12700,41.6063221,-81.468028
"Widener, AR",473.0,32550.0,116.0,34.0,26.0,50,35.023498,-90.6819344
"Wiggins, CO",2668.0,58207.0,622.0,211.0,146.0,928,40.228425,-104.0721342
"Wiggins, MS",11104.0,37228.0,2018.0,723.0,622.0,3335,30.8560485,-89.138981
"Wilber, NE",2212.0,56667.0,441.0,244.0,158.0,1792,40.48091420000001,-96.9648633
"Wilberforce, OH",2186.0,77031.0,46.0,65.0,22.0,2260,39.7149737,-83.8844421
"Wilbraham, MA",14728.0,108965.0,2304.0,966.0,2855.0,2792,42.1321143,-72.43815390000002
"Wilbur, WA",1252.0,52250.0,268.0,86.0,128.0,853,47.75813220000001,-118.7119404
"Wilburton, OK",6035.0,42633.0,1137.0,577.0,445.0,2237,34.9184502,-95.3040151
"Wilcox, NE",612.0,64792.0,106.0,82.0,72.0,355,40.3644005,-99.169257
"Wilcox, PA",1198.0,55329.0,445.0,84.0,123.0,383,41.5720436,-78.6867568
"Wild Rose, WI",3121.0,52352.0,985.0,197.0,296.0,719,44.17828239999999,-89.2444682
"Wilder, ID",5132.0,54054.0,913.0,258.0,285.0,1732,43.6783876,-116.9075848
"Wildersville, TN",2111.0,44833.0,426.0,45.0,45.0,187,35.77665370000001,-88.3561428
"Wildomar, CA",33649.0,78057.0,5831.0,1888.0,2574.0,35294,33.6173005,-117.25822920000002
"Wildorado, TX",484.0,44643.0,53.0,40.0,39.0,95,35.20920560000001,-102.2095147
"Wildrose, ND",142.0,54545.0,34.0,2.0,11.0,275,48.6299518,-103.1836677
"Wildwood, FL",38097.0,61341.0,7745.0,2865.0,6102.0,5814,28.8058131,-82.0073235
"Wildwood, GA",2061.0,33935.0,323.0,187.0,345.0,356,34.966937,-85.42150129999997
"Wildwood, MO",15372.0,126755.0,1147.0,609.0,3905.0,27956,38.5770731,-90.6678072
"Wildwood, NJ",12630.0,50911.0,3363.0,909.0,1584.0,5265,38.9875502,-74.81818790000001
"Wiley Ford, WV",653.0,35952.0,115.0,76.0,25.0,797,39.6151752,-78.76135529999998
"Wiley, CO",847.0,47396.0,143.0,85.0,138.0,407,38.155324,-102.7191832
"Wilkesboro, NC",13833.0,50713.0,2418.0,1224.0,1588.0,3161,36.1424295,-81.1742066
"Wilkeson, WA",761.0,80938.0,219.0,34.0,35.0,560,47.1012659,-122.0524535
"Wilkesville, OH",613.0,37102.0,129.0,33.0,17.0,153,39.07719270000001,-82.32754190000001
"Wilkinson, IN",1652.0,75000.0,457.0,165.0,171.0,555,39.8853779,-85.608391
"Willacoochee, GA",3982.0,45625.0,651.0,245.0,217.0,1342,31.3350936,-83.04400290000002
"Willamina, OR",3384.0,48244.0,733.0,288.0,205.0,2114,45.0786488,-123.4848702
"Willard, MO",8745.0,68153.0,1417.0,420.0,1086.0,4809,37.2930055,-93.4170438
"Willard, NM",252.0,30250.0,78.0,11.0,0.0,7,34.5948792,-106.0322892
"Willard, OH",10936.0,51967.0,3114.0,555.0,625.0,6025,41.0519411,-82.7235327
"Willard, UT",3471.0,80391.0,624.0,198.0,428.0,1419,41.4031036,-112.0424986
"Willards, MD",1874.0,45513.0,362.0,57.0,100.0,1015,38.39242460000001,-75.3494063
"Willcox, AZ",8913.0,44850.0,2018.0,361.0,582.0,3692,32.2518038,-109.8356985
"Willernie, MN",292.0,48984.0,128.0,13.0,9.0,543,45.053731,-92.9579871
"Williams Bay, WI",2850.0,58144.0,359.0,249.0,454.0,2457,42.5788316,-88.5457263
"Williams, AZ",5695.0,53797.0,751.0,515.0,677.0,976,35.2466402,-112.1832957
"Williams, CA",5950.0,66095.0,946.0,337.0,362.0,4717,39.1497676,-122.1389482
"Williams, IA",639.0,60962.0,130.0,99.0,60.0,330,42.4891929,-93.5412454
"Williams, IN",1580.0,47236.0,445.0,57.0,101.0,285,38.8182623,-86.63713390000002
"Williams, MN",725.0,61125.0,203.0,60.0,48.0,156,48.7679541,-94.9533043
"Williams, OR",2606.0,46385.0,319.0,108.0,381.0,420,42.2194326,-123.292208
"Williamsburg, IA",4425.0,63555.0,904.0,589.0,504.0,2696,41.6688842,-92.0132487
"Williamsburg, KY",18259.0,33119.0,3050.0,413.0,1065.0,4804,36.73871389999999,-84.1656509
"Williamsburg, NM",1008.0,30781.0,253.0,111.0,97.0,428,33.115930199999994,-107.2944625
"Williamsburg, OH",9521.0,60625.0,2380.0,508.0,678.0,2357,39.0724763,-84.05371559999998
"Williamsburg, PA",4228.0,53413.0,1422.0,318.0,312.0,1270,40.4629799,-78.2049423
"Williamsburg, VA",92644.0,-222165560.66666666,9966.0,5349.0,17594.0,11622,37.269481,-76.70819250000002
"Williamsfield, IL",767.0,50739.0,182.0,44.0,69.0,563,40.9263788,-90.0181682
"Williamson, GA",5650.0,62647.0,1047.0,288.0,361.0,545,33.178273600000004,-84.35757480000002
"Williamson, IA",179.0,52917.0,49.0,21.0,1.0,152,41.0882343,-93.2569547
"Williamson, NY",7605.0,61152.0,1452.0,647.0,777.0,2351,43.2233986,-77.1844397
"Williamson, WV",5852.0,30625.0,1410.0,297.0,302.0,2216,37.67410220000001,-82.271077
"Williamsport, IN",3661.0,55000.0,913.0,270.0,325.0,1557,40.2883976,-87.29227409999999
"Williamsport, MD",9147.0,64241.0,2628.0,429.0,841.0,1932,39.59734470000001,-77.8179715
"Williamsport, OH",2371.0,52898.0,794.0,66.0,80.0,1119,39.5816689,-83.12052440000002
"Williamsport, PA",53602.0,50971.0,11336.0,3536.0,5938.0,27836,41.240019200000006,-77.03559140000002
"Williamston, MI",11437.0,98866.0,1309.0,700.0,2131.0,3931,42.683348,-84.2835575
"Williamston, NC",14217.0,41466.0,2806.0,1155.0,1179.0,4423,35.8465401,-77.0660786
"Williamston, SC",13794.0,53287.0,2041.0,1139.0,1008.0,4177,34.619506099999995,-82.4784184
"Williamstown, KY",6729.0,44493.0,1518.0,336.0,341.0,2738,38.6398109,-84.57251740000002
"Williamstown, MA",7753.0,83939.0,586.0,246.0,962.0,3565,42.7089055,-73.20136140000002
"Williamstown, MO",272.0,65750.0,80.0,0.0,33.0,15,40.240837,-91.7976189
"Williamstown, NJ",40347.0,82220.0,8601.0,2709.0,4566.0,14881,39.6842008,-74.96867440000003
"Williamstown, PA",2265.0,48529.0,716.0,205.0,159.0,1452,40.5809217,-76.61695590000002
"Williamstown, VT",3347.0,67333.0,1017.0,302.0,212.0,663,44.1176561,-72.5506418
"Williamstown, WV",6456.0,72830.0,1269.0,463.0,952.0,249,39.3983113,-81.45455109999997
"Williamsville, IL",1565.0,86313.0,337.0,109.0,200.0,1367,39.9561118,-89.5436278
"Williamsville, MO",1823.0,43711.0,435.0,115.0,90.0,104,36.9736537,-90.5478281
"Willimantic, CT",19431.0,37339.0,2948.0,646.0,1032.0,17757,41.7165575,-72.21173309999998
"Willis Wharf, VA",23.0,-666666666.0,23.0,0.0,0.0,196,37.5178882,-75.8068531
"Willis, TX",33919.0,58450.0,5815.0,1394.0,2773.0,7075,30.4341665,-95.4842069
"Willisburg, KY",2454.0,57466.0,507.0,147.0,195.0,281,37.8103161,-85.1195807
"Williston Park, NY",10347.0,137500.0,1166.0,544.0,2012.0,7310,40.7587561,-73.6465877
"Williston, FL",12436.0,45457.0,3195.0,918.0,708.0,1948,29.393879100000003,-82.4423078
"Williston, ND",31508.0,87482.0,4068.0,2463.0,3787.0,14222,48.1805712,-103.6381256
"Williston, OH",402.0,62708.0,158.0,17.0,18.0,486,41.6026136,-83.341909
"Williston, SC",6139.0,31598.0,1314.0,579.0,250.0,2543,33.4016631,-81.4218989
"Williston, TN",1126.0,63942.0,202.0,40.0,107.0,410,35.1584961,-89.37539129999998
"Willisville, IL",617.0,57344.0,108.0,38.0,12.0,633,37.9828043,-89.5897872
"Willits, CA",12975.0,49043.0,2157.0,950.0,1261.0,4871,39.4050065,-123.3488889
"Willmar, MN",23562.0,51860.0,3269.0,2028.0,2290.0,19596,45.1210415,-95.0586513
"Willoughby, OH",35805.0,64969.0,6361.0,2566.0,5982.0,22062,41.645285,-81.41435290000003
"Willow City, ND",394.0,49931.0,96.0,79.0,49.0,166,48.60469129999999,-100.2933109
"Willow Creek, CA",1568.0,66731.0,324.0,89.0,220.0,219,40.9393305,-123.6410997
"Willow Creek, MT",288.0,53958.0,75.0,34.0,43.0,344,45.8096696,-111.6489148
"Willow Grove, PA",18357.0,77702.0,2735.0,1010.0,3129.0,13415,40.1472335,-75.1168616
"Willow Hill, IL",485.0,36500.0,91.0,68.0,46.0,214,38.9958383,-88.0218166
"Willow Island, NE",9.0,-666666666.0,0.0,0.0,0.0,26,40.89004420000001,-100.0707108
"Willow Lake, SD",734.0,56964.0,162.0,37.0,60.0,265,44.6279008,-97.6380571
"Willow River, MN",1753.0,50063.0,389.0,122.0,106.0,421,46.3237661,-92.8299611
"Willow Springs, IL",5151.0,81771.0,921.0,202.0,1019.0,5738,41.73413729999999,-87.88400970000002
"Willow Springs, MO",5897.0,36838.0,1574.0,346.0,339.0,2128,36.9867163,-91.9615003
"Willow Street, PA",10585.0,79250.0,2631.0,498.0,1366.0,7387,39.9808805,-76.27185859999999
"Willow, AK",2541.0,49323.0,519.0,127.0,203.0,3137,61.8869571,-149.6202286
"Willowbrook, IL",57068.0,103123.0,6256.0,2348.0,12512.0,8362,41.7673154,-87.9421504
"Willowbrook, IL",57068.0,103123.0,6256.0,2348.0,12512.0,1207,41.447596,-87.5316215
"Willows, CA",8298.0,49518.0,1125.0,745.0,600.0,5664,39.5147524,-122.1991778
"Willsboro, NY",2119.0,57118.0,574.0,190.0,180.0,753,44.3635033,-73.3931643
"Willshire, OH",938.0,46500.0,274.0,54.0,26.0,400,40.746432,-84.7920435
"Wilmar, AR",1940.0,43512.0,657.0,66.0,202.0,499,33.6263839,-91.9293421
"Wilmer, TX",4619.0,44891.0,686.0,193.0,183.0,3569,32.5990299,-96.6816064
"Wilmerding, PA",2480.0,31934.0,623.0,189.0,79.0,2171,40.3941802,-79.8100483
"Wilmette, IL",27165.0,164556.0,681.0,448.0,6190.0,27326,42.0773232,-87.72862140000002
"Wilmington, DE",217761.0,74447.3,44186.0,9638.0,32962.0,70924,39.7356508,-75.5321041
"Wilmington, IL",23618.0,61809.0,6296.0,1700.0,1494.0,127,39.480683,-90.4867659
"Wilmington, IL",23618.0,61809.0,6296.0,1700.0,1494.0,5395,41.319383,-88.1602485
"Wilmington, MA",23377.0,125922.0,4007.0,1419.0,4267.0,24376,42.5646465,-71.16451579999998
"Wilmington, NC",212064.0,56748.833333333336,25241.0,13973.0,38731.0,122370,34.209225,-77.8857671
"Wilmington, NY",1069.0,61736.0,248.0,94.0,196.0,923,44.3868783,-73.81717059999998
"Wilmington, OH",21998.0,51110.0,4325.0,1232.0,2308.0,12232,39.4291252,-83.8161723
"Wilmington, VT",1958.0,50461.0,458.0,80.0,324.0,452,42.8693339,-72.8610638
"Wilmont, MN",551.0,55208.0,127.0,50.0,38.0,304,43.7650278,-95.8269108
"Wilmore, KS",194.0,78125.0,57.0,25.0,8.0,46,37.33503579999999,-99.2101972
"Wilmore, KY",7931.0,56830.0,660.0,343.0,1130.0,5952,37.8698436,-84.6620406
"Wilmore, PA",173.0,75833.0,54.0,27.0,16.0,160,40.3873285,-78.71720090000002
"Wilmot, AR",546.0,37917.0,196.0,5.0,10.0,518,33.0569628,-91.5778579
"Wilmot, OH",782.0,56354.0,124.0,23.0,5.0,309,40.65556220000001,-81.6347604
"Wilmot, SD",1184.0,51458.0,268.0,104.0,134.0,504,45.4091039,-96.8545606
"Wilsall, MT",914.0,56563.0,126.0,58.0,172.0,196,45.9843265,-110.660395
"Wilsey, KS",265.0,51719.0,103.0,10.0,16.0,155,38.6357178,-96.6764547
"Wilson Creek, WA",235.0,37500.0,74.0,16.0,10.0,254,47.4230128,-119.1176509
"Wilson, AR",1082.0,61429.0,201.0,36.0,111.0,774,35.56596070000001,-90.04180040000001
"Wilson, KS",885.0,49063.0,194.0,75.0,95.0,770,38.82533170000001,-98.4749231
"Wilson, LA",517.0,39821.0,173.0,1.0,50.0,427,30.925561,-91.1052873
"Wilson, NC",60322.0,50156.5,10299.0,3572.0,6289.0,48639,35.7314876,-77.9307501
"Wilson, NY",3002.0,63788.0,681.0,243.0,327.0,1264,43.3146725,-78.8284474
"Wilson, OK",3264.0,55042.0,920.0,156.0,235.0,1744,34.1686642,-97.4254071
"Wilson, TX",1548.0,51477.0,228.0,64.0,153.0,497,33.3193403,-101.7274989
"Wilson, WI",1045.0,70000.0,312.0,106.0,101.0,213,44.9586114,-92.1704938
"Wilson, WY",2931.0,110711.0,239.0,165.0,1128.0,1518,43.4809053,-110.9207014
"Wilsonville, AL",5085.0,64796.0,985.0,255.0,545.0,1479,33.2407516,-86.491105
"Wilsonville, IL",434.0,41635.0,118.0,22.0,19.0,580,39.0689834,-89.8550648
"Wilsonville, NE",113.0,49028.0,29.0,4.0,22.0,94,40.1118997,-100.106678
"Wilsonville, OR",25101.0,73569.0,2304.0,1279.0,5184.0,18250,45.311262,-122.77092
"Wilton, AL",6.0,-666666666.0,0.0,0.0,0.0,667,33.0815649,-86.8796555
"Wilton, AR",168.0,-666666666.0,65.0,6.0,0.0,58,33.738728200000004,-94.1479871
"Wilton, CA",7037.0,100265.0,1188.0,537.0,904.0,4380,38.4129769,-121.2127181
"Wilton, IA",4331.0,61568.0,959.0,354.0,650.0,1612,41.5891092,-91.0254813
"Wilton, ME",3963.0,52028.0,1018.0,358.0,499.0,1958,44.59434990000001,-70.237522
"Wilton, MN",37.0,26875.0,13.0,3.0,2.0,228,47.5074801,-94.9997675
"Wilton, ND",1338.0,78636.0,211.0,178.0,164.0,763,47.1579973,-100.7839853
"Wilton, NH",3816.0,80226.0,816.0,314.0,789.0,978,42.8469732,-71.7359796
"Wilton, WI",1724.0,56250.0,322.0,90.0,77.0,511,43.8132626,-90.5268596
"Wimauma, FL",20053.0,66961.0,3469.0,1005.0,1706.0,7505,27.6749088,-82.3131628
"Wimberley, TX",13124.0,77028.0,1168.0,462.0,2595.0,3802,29.9848038,-98.0905526
"Wimbledon, ND",416.0,62500.0,95.0,39.0,54.0,221,47.1690669,-98.4586288
"Winamac, IN",6159.0,44029.0,1502.0,378.0,431.0,1615,41.053501,-86.6036783
"Winchendon, MA",10825.0,80267.0,2348.0,956.0,997.0,4061,42.6804154,-72.0420399
"Winchester, CA",32256.0,101903.0,3771.0,2351.0,3780.0,2174,33.714597600000005,-117.0774472
"Winchester, ID",508.0,42500.0,92.0,39.0,50.0,327,46.2408122,-116.6241366
"Winchester, IL",3018.0,56027.0,949.0,249.0,247.0,1254,39.6297777,-90.4559642
"Winchester, IN",8334.0,49451.0,2247.0,414.0,529.0,4203,40.17209920000001,-84.97705079999999
"Winchester, KS",1171.0,58167.0,256.0,59.0,130.0,554,39.3227196,-95.2691598
"Winchester, KY",35544.0,55017.0,6969.0,2255.0,3209.0,18344,38.0023639,-84.19058559999998
"Winchester, MA",22738.0,169623.0,1522.0,558.0,4718.0,22798,42.4527518,-71.1443188
"Winchester, NH",5155.0,54097.0,1290.0,391.0,378.0,1706,42.7797508,-72.384704
"Winchester, OH",4715.0,61325.0,1137.0,276.0,562.0,1031,38.9434999,-83.6540682
"Winchester, TN",15125.0,52459.0,2958.0,823.0,1474.0,8161,35.1891044,-86.10489799999998
"Winchester, VA",74571.0,70894.33333333333,12544.0,4018.0,9065.0,27808,39.1738688,-78.1763562
"Wind Gap, PA",5385.0,60120.0,1473.0,375.0,613.0,1220,40.8490274,-75.2910243
"Wind Ridge, PA",544.0,49219.0,240.0,19.0,24.0,215,39.9111187,-80.43222929999997
"Windber, PA",10476.0,43321.0,3724.0,984.0,1098.0,4063,40.2354856,-78.8247035
"Winder, GA",44800.0,59361.0,8008.0,2351.0,3592.0,17012,33.991341299999995,-83.721508
"Windermere, FL",45836.0,105075.0,2885.0,2723.0,11758.0,3730,28.502535,-81.5376848
"Windham, NY",1456.0,65197.0,468.0,121.0,148.0,394,42.3141067,-74.24873740000002
"Windham, OH",3542.0,45641.0,1139.0,157.0,196.0,1988,41.2394425,-81.0395354
"Windom, KS",364.0,49375.0,74.0,37.0,50.0,133,38.3841335,-97.9101651
"Windom, MN",5871.0,51337.0,1292.0,477.0,732.0,3970,43.8735518,-95.1191361
"Window Rock, AZ",4251.0,30196.0,837.0,197.0,320.0,1336,35.670505,-109.0630371
"Windsor Heights, IA",4953.0,64230.0,743.0,447.0,1267.0,5482,41.6044599,-93.7128021
"Windsor Heights, WV",446.0,53750.0,114.0,64.0,31.0,416,40.1913258,-80.6647358
"Windsor Locks, CT",12671.0,70067.0,3078.0,810.0,1466.0,12590,41.9277901,-72.65161579999999
"Windsor, CA",29271.0,107153.0,3157.0,2313.0,4025.0,26178,38.5420993,-122.8086133
"Windsor, CO",30519.0,96907.0,3603.0,2001.0,5698.0,18635,40.4782726,-104.9150527
"Windsor, IL",3578.0,51481.0,820.0,292.0,252.0,748,41.2018258,-90.4443495
"Windsor, IL",3578.0,51481.0,820.0,292.0,252.0,1188,39.4389,-88.5953892
"Windsor, MO",5261.0,43676.0,1114.0,314.0,139.0,2330,38.532264700000006,-93.5229451
"Windsor, NC",8502.0,33020.0,1600.0,543.0,640.0,2390,35.99302279999999,-76.939923
"Windsor, NJ",325.0,128289.0,0.0,14.0,59.0,165,40.2473991,-74.5813288
"Windsor, NY",6297.0,60326.0,1401.0,669.0,565.0,912,42.0772459,-75.6405145
"Windsor, PA",5472.0,68875.0,1281.0,417.0,474.0,1346,39.9162748,-76.5839682
"Windsor, VA",5728.0,67259.0,976.0,346.0,497.0,2662,36.8111898,-76.7384103
"Windsor, VT",4256.0,50710.0,961.0,312.0,597.0,1901,43.4792113,-72.39065959999998
"Windsor, WI",2713.0,95087.0,328.0,233.0,656.0,4377,43.2457042,-89.2815176
"Windthorst, TX",1257.0,74432.0,366.0,14.0,128.0,392,33.5769665,-98.4349321
"Winesburg, OH",163.0,95817.0,36.0,11.0,0.0,365,40.6174722,-81.6946815
"Winfall, NC",390.0,31389.0,74.0,17.0,12.0,594,36.2116032,-76.4566738
"Winfield, AL",7285.0,40881.0,1407.0,513.0,480.0,4321,33.9347171,-87.7913103
"Winfield, IA",1434.0,47679.0,232.0,125.0,177.0,1081,41.1259042,-91.4381269
"Winfield, IL",11375.0,115870.0,1004.0,631.0,3030.0,9118,41.8784798,-88.1502057
"Winfield, KS",14663.0,49421.0,2306.0,1038.0,1622.0,10710,37.2427744,-96.9796742
"Winfield, MO",6987.0,64102.0,1828.0,444.0,526.0,1475,38.9928426,-90.7455858
"Winfield, PA",2516.0,63929.0,706.0,117.0,293.0,663,40.8947449,-76.86034040000001
"Winfield, TN",1966.0,34211.0,435.0,127.0,75.0,997,36.5670764,-84.4428661
"Winfield, TX",626.0,42891.0,74.0,10.0,10.0,250,33.1654341,-95.1112254
"Winfield, WV",6126.0,71632.0,1230.0,528.0,727.0,2219,38.5266535,-81.8854816
"Winfred, SD",411.0,74750.0,213.0,9.0,54.0,72,43.9987945,-97.3616139
"Wing, ND",262.0,49063.0,62.0,17.0,42.0,217,47.1422664,-100.2823175
"Wingate, IN",309.0,54306.0,86.0,55.0,12.0,256,40.1722225,-87.07242149999998
"Wingate, NC",9496.0,54728.0,1407.0,437.0,739.0,3929,34.9859967,-80.4483204
"Wingate, TX",247.0,38333.0,49.0,3.0,55.0,78,32.0455126,-100.1040393
"Wingdale, NY",4332.0,72118.0,993.0,359.0,364.0,414,41.6354553,-73.5699402
"Winger, MN",479.0,50288.0,88.0,18.0,53.0,163,47.5363032,-95.9859692
"Wingo, KY",2416.0,46667.0,777.0,69.0,198.0,641,36.6414462,-88.7410518
"Winifred, MT",341.0,56250.0,45.0,20.0,67.0,209,47.562101,-109.3772813
"Wink, TX",824.0,70833.0,130.0,33.0,41.0,746,31.7544974,-103.1541172
"Winkelman, AZ",2616.0,54259.0,596.0,161.0,58.0,277,32.9816803,-110.7616844
"Winlock, WA",7813.0,62456.0,1398.0,707.0,593.0,156,46.4906593,-122.9342287
"Winnebago, IL",6216.0,86587.0,988.0,558.0,757.0,2977,42.2670878,-89.23397
"Winnebago, MN",2105.0,58170.0,531.0,172.0,159.0,1361,43.7649461,-94.170634
"Winnebago, NE",2159.0,43393.0,195.0,145.0,107.0,894,42.2383801,-96.4715209
"Winneconne, WI",5284.0,72326.0,1211.0,443.0,791.0,2478,44.1113141,-88.71197679999999
"Winnemucca, NV",16387.0,-333298878.0,2867.0,984.0,1119.0,6790,40.9645616,-117.7246412
"Winner, SD",3936.0,57758.0,956.0,336.0,501.0,2599,43.37761629999999,-99.8551334
"Winnetka, IL",19409.0,194750.0,460.0,222.0,5186.0,12348,42.1062103,-87.74276390000001
"Winnetoon, NE",158.0,38750.0,30.0,24.0,33.0,68,42.5135279,-97.9601341
"Winnett, MT",391.0,48750.0,113.0,27.0,70.0,139,47.0043009,-108.3466118
"Winnfield, LA",10217.0,34447.0,2402.0,511.0,588.0,3693,31.923969,-92.6424754
