City,Population,MedianIncome,PopulationWithHighSchoolDiploma,PopulationWithAssociatesDegree,PopulationWithBachelorsDegree,PopulationWithHighSpeedInternet,Latitude,Longitude
"Allenhurst, GA",3447.0,40142.0,559.0,192.0,216.0,549,31.779861,-81.6113115
"Allenhurst, NJ",1699.0,130313.0,157.0,113.0,411.0,496,40.2359448,-74.0024167
"Allenport, PA",974.0,43839.0,424.0,52.0,88.0,463,40.3676465,-77.8740916
"Allenport, PA",974.0,43839.0,424.0,52.0,88.0,264,40.0888045,-79.8593949
"Allenspark, CO",288.0,112083.0,49.0,26.0,65.0,528,40.2312815,-105.5179861
"Allensville, PA",815.0,55179.0,129.0,16.0,11.0,439,40.5293388,-77.81125809999998
"Allenton, WI",2305.0,77708.0,466.0,303.0,212.0,844,43.4218537,-88.34482940000002
"Allentown, GA",87.0,38125.0,26.0,6.0,4.0,162,32.5873292,-83.22630529999998
"Allentown, NJ",6226.0,117750.0,703.0,409.0,1465.0,1828,40.1785784,-74.5900558
"Allentown, PA",170608.0,-166628658.5,33157.0,9058.0,15891.0,107108,40.5936476,-75.4783928
"Allenwood, NJ",808.0,108750.0,100.0,40.0,178.0,925,40.135365500000006,-74.09805
"Allenwood, PA",5803.0,56125.0,1063.0,334.0,190.0,263,41.10809570000001,-76.8981565
"Allerton, IA",844.0,40208.0,286.0,86.0,39.0,502,40.7082696,-93.3686382
"Allerton, IL",285.0,50000.0,94.0,16.0,24.0,40,39.9161388,-87.9352579
"Allgood, AL",46.0,-666666666.0,0.0,0.0,0.0,414,33.9076226,-86.5161092
"Alliance, NE",9504.0,52038.0,1786.0,547.0,785.0,7977,42.102553,-102.8768854
"Alliance, OH",34618.0,46239.0,9159.0,1459.0,2591.0,21993,40.9111711,-81.119827
"Alligator, MS",672.0,36953.0,130.0,34.0,17.0,143,34.0898018,-90.7226464
"Allison Park, PA",25493.0,87333.0,3787.0,1776.0,5375.0,21004,40.5730123,-79.9602695
"Allison, IA",1549.0,56000.0,395.0,154.0,111.0,993,42.75198560000001,-92.7957189
"Allison, PA",479.0,-666666666.0,68.0,41.0,47.0,297,39.9853049,-79.87313420000002
"Allison, TX",185.0,75833.0,23.0,12.0,19.0,86,35.6119797,-100.1115395
"Alloway, NJ",886.0,71111.0,184.0,84.0,73.0,1394,39.5615958,-75.3453034
"Allport, PA",321.0,52500.0,74.0,61.0,14.0,264,40.9665393,-78.2049485
"Allyn, WA",4481.0,83659.0,651.0,696.0,494.0,2020,47.3868285,-122.839334
"Alma Center, WI",1142.0,54310.0,290.0,86.0,118.0,506,44.4370263,-90.9128478
"Alma, AR",13729.0,50995.0,2953.0,997.0,916.0,4842,35.4923884,-94.21374509999998
"Alma, GA",9730.0,37925.0,2279.0,498.0,438.0,3104,31.5433264,-82.4755767
"Alma, IL",768.0,50313.0,161.0,30.0,62.0,320,38.7228881,-88.91169529999998
"Alma, KS",1511.0,60000.0,339.0,139.0,177.0,14,39.0156813,-96.2870964
"Alma, MI",12691.0,40316.0,2574.0,824.0,984.0,8028,43.3803357,-84.6544452
"Alma, MO",716.0,49063.0,237.0,47.0,55.0,403,39.0964092,-93.5478004
"Alma, NE",1670.0,50500.0,266.0,262.0,230.0,902,40.1035655,-99.3656932
"Alma, WI",1649.0,60750.0,437.0,163.0,196.0,679,44.3398099,-91.9184975
"Almena, KS",632.0,42000.0,147.0,49.0,69.0,410,39.8912739,-99.7096128
"Almena, WI",1461.0,45682.0,365.0,116.0,95.0,566,45.4149268,-92.0383607
"Almira, WA",523.0,78333.0,76.0,54.0,64.0,285,47.7106088,-118.9369897
"Almond, NY",1435.0,63500.0,267.0,174.0,155.0,464,42.3193252,-77.7386085
"Almond, WI",2139.0,57448.0,381.0,184.0,245.0,399,44.2610109,-89.4086384
"Almont, MI",6047.0,71908.0,1204.0,411.0,625.0,2664,42.9207657,-83.04347209999997
"Almont, ND",132.0,46667.0,46.0,11.0,8.0,150,46.7283353,-101.5026519
"Alpaugh, CA",1580.0,41000.0,178.0,16.0,15.0,823,35.88903720000001,-119.4858089
"Alpena, AR",1856.0,49044.0,260.0,107.0,162.0,387,36.2927516,-93.30371
"Alpena, MI",21771.0,42789.0,4606.0,2418.0,1926.0,10073,45.0744747,-83.4435713
"Alpena, SD",621.0,67250.0,213.0,25.0,52.0,277,44.1833785,-98.3683622
"Alpha, IL",932.0,58462.0,227.0,81.0,145.0,668,41.1916727,-90.3804314
"Alpha, MI",175.0,30521.0,80.0,1.0,14.0,29,46.0440329,-88.37844390000002
"Alpha, MN",384.0,66429.0,95.0,36.0,51.0,79,43.6375749,-94.8710585
"Alpharetta, GA",191030.0,116937.25,11259.0,6848.0,51161.0,63452,34.07086629999999,-84.2726498
"Alpine, CA",18162.0,88395.0,2077.0,1169.0,2625.0,13268,32.842487,-116.7559106
"Alpine, NJ",1547.0,130962.0,126.0,45.0,491.0,1993,40.9687824,-73.91689620000002
"Alpine, TX",7864.0,-333309597.5,985.0,230.0,1548.0,5310,30.3639055,-103.6644561
"Alpine, UT",10553.0,129076.0,469.0,461.0,2163.0,10226,40.4629347,-111.772437
"Alpine, WY",1194.0,75125.0,169.0,100.0,217.0,863,43.1628053,-111.0239326
"Alsea, OR",1322.0,58867.0,243.0,141.0,102.0,185,44.381815,-123.5958311
"Alsen, ND",62.0,110227.0,30.0,2.0,18.0,28,48.6304561,-98.7042712
"Alsey, IL",119.0,39167.0,46.0,2.0,4.0,212,39.5594107,-90.4335855
"Alsip, IL",22405.0,62045.0,3891.0,1057.0,2229.0,19234,41.6702696,-87.73708509999999
"Alston, GA",65.0,-666666666.0,23.0,1.0,0.0,157,32.0865953,-82.48021290000001
"Alta Vista, IA",443.0,52639.0,168.0,38.0,17.0,257,43.1966789,-92.416938
"Alta Vista, KS",932.0,55625.0,247.0,54.0,131.0,427,38.8629419,-96.4888377
"Alta, CA",915.0,83958.0,153.0,86.0,131.0,189,39.2156848,-120.7985091
"Alta, IA",2778.0,63229.0,522.0,207.0,342.0,1690,42.6716766,-95.304513
"Alta, WY",465.0,82813.0,11.0,0.0,78.0,436,43.7736239,-111.0312623
"Altadena, CA",37818.0,101061.0,4028.0,2141.0,6161.0,44093,34.1922117,-118.1355893
"Altamont, IL",4145.0,52344.0,704.0,535.0,437.0,2340,39.0566641,-88.74762009999998
"Altamont, KS",1476.0,58056.0,327.0,115.0,121.0,917,37.1853028,-95.2919457
"Altamont, MO",464.0,50536.0,143.0,5.0,79.0,192,39.8880332,-94.0870311
"Altamont, NY",7900.0,90524.0,988.0,872.0,1129.0,1733,42.7053446,-74.033633
"Altamont, TN",1156.0,32292.0,256.0,20.0,46.0,1015,35.432486299999994,-85.74331009999999
"Altamont, UT",568.0,72813.0,107.0,31.0,24.0,223,40.3589765,-110.2880216
"Altamonte Springs, FL",60921.0,53881.5,8302.0,6809.0,11398.0,45875,28.661021500000004,-81.3946805
"Altavista, VA",4743.0,38293.0,974.0,237.0,479.0,3289,37.123438,-79.2833777
"Altenburg, MO",966.0,60625.0,237.0,25.0,184.0,24,37.6304408,-89.585897
"Altha, FL",4834.0,36857.0,1112.0,309.0,275.0,510,30.5733499,-85.1260824
"Altheimer, AR",816.0,30195.0,277.0,31.0,40.0,18,34.3274344,-91.8472817
"Altmar, NY",1826.0,49408.0,417.0,146.0,44.0,407,43.5124247,-76.0055776
"Alto Pass, IL",560.0,65500.0,142.0,53.0,61.0,345,37.5736544,-89.319546
"Alto, GA",8488.0,42701.0,1344.0,334.0,334.0,1132,34.464993799999995,-83.572586
"Alto, TX",4002.0,39461.0,704.0,257.0,232.0,259,31.650982300000006,-95.070785
"Alton, IA",1713.0,72356.0,367.0,173.0,237.0,1130,42.987658,-96.0094295
"Alton, IL",31087.0,45130.0,5238.0,2322.0,2975.0,27609,38.9038978,-90.1512038
"Alton, KS",157.0,42917.0,31.0,5.0,34.0,98,39.467804,-98.948639
"Alton, MO",3338.0,33646.0,741.0,161.0,280.0,802,36.6908432,-91.3917162
"Alton, NH",3524.0,79653.0,551.0,402.0,323.0,517,43.4563976,-71.222338
"Alton, UT",218.0,45625.0,13.0,18.0,8.0,131,37.4265391,-112.5102747
"Altona, IL",958.0,55000.0,223.0,104.0,96.0,531,41.1150517,-90.1648193
"Altona, NY",2183.0,51696.0,553.0,76.0,97.0,690,44.89009650000001,-73.6595655
"Altoona, AL",7879.0,40991.0,1524.0,405.0,336.0,908,34.0400139,-86.30517859999998
"Altoona, FL",2796.0,44470.0,638.0,199.0,222.0,81,28.9687334,-81.64809220000002
"Altoona, IA",19840.0,80564.0,3400.0,1373.0,3134.0,16356,41.6463533,-93.4786108
"Altoona, KS",495.0,33594.0,94.0,73.0,35.0,389,37.5245174,-95.6614982
"Altoona, PA",60513.0,43491.0,17056.0,3810.0,5364.0,44161,40.5080517,-78.40111359999999
"Altoona, WI",7743.0,56839.0,876.0,1217.0,819.0,7151,44.7999633,-91.4395852
"Altura, MN",1225.0,64038.0,244.0,124.0,142.0,492,44.0642078,-91.9435803
"Alturas, CA",5262.0,44500.0,1221.0,430.0,375.0,989,41.4891359,-120.5512862
"Altus, AR",1996.0,39047.0,495.0,111.0,72.0,206,35.4467604,-93.7643875
"Altus, OK",20616.0,48720.0,2901.0,1393.0,2026.0,17606,34.6570606,-99.3090458
"Alum Creek, WV",2664.0,49184.0,517.0,195.0,354.0,1444,38.2890457,-81.83856
"Alva, FL",6243.0,78377.0,1252.0,680.0,579.0,2512,26.7214924,-81.62428409999998
"Alva, OK",7018.0,54583.0,990.0,103.0,958.0,4782,36.7895662,-98.6648768
"Alvarado, MN",550.0,54375.0,109.0,42.0,54.0,355,48.1928747,-96.9984522
"Alvarado, TX",20417.0,59978.0,4270.0,776.0,1121.0,2398,32.406109,-97.2160117
"Alverda, PA",289.0,76875.0,99.0,38.0,32.0,229,40.6345383,-78.858393
"Alvin, IL",709.0,46591.0,164.0,45.0,41.0,270,40.3070284,-87.60690290000002
"Alvin, TX",47556.0,64932.0,7465.0,3134.0,3235.0,24446,29.424772,-95.2244323
"Alvo, NE",295.0,72250.0,38.0,26.0,59.0,138,40.8722639,-96.3865241
"Alvord, IA",294.0,61208.0,91.0,18.0,28.0,204,43.341745,-96.3036753
"Alvord, TX",2857.0,64545.0,547.0,86.0,240.0,1496,33.356968,-97.6960256
"Alvordton, OH",980.0,51354.0,197.0,73.0,30.0,219,41.6636177,-84.4342968
"Alzada, MT",162.0,48750.0,22.0,19.0,21.0,26,45.0205493,-104.4127872
"Ama, LA",1172.0,57794.0,359.0,66.0,68.0,1012,29.9434922,-90.2955648
"Amado, AZ",2480.0,44951.0,566.0,44.0,147.0,267,31.6973578,-111.0608032
"Amador City, CA",151.0,29722.0,32.0,25.0,12.0,196,38.4189949,-120.8232598
"Amagansett, NY",882.0,102639.0,181.0,96.0,181.0,629,40.9833817,-72.13013149999998
"Amana, IA",2214.0,83250.0,445.0,192.0,346.0,445,41.8036305,-91.8752348
"Amanda, OH",4480.0,63324.0,1210.0,374.0,422.0,859,39.650109,-82.74171740000001
"Amargosa Valley, NV",1435.0,54167.0,136.0,9.0,17.0,1098,36.5433569,-116.483903
"Amarillo, TX",229505.0,-44390507.333333336,31387.0,13070.0,23784.0,189044,35.1989213,-101.8316473
"Amazonia, MO",927.0,51250.0,306.0,16.0,35.0,320,39.8894047,-94.8922764
"Amber, OK",1046.0,68750.0,198.0,41.0,132.0,441,35.160232,-97.8820554
"Amberg, WI",774.0,39091.0,273.0,72.0,42.0,255,45.5060755,-87.9875889
"Ambler, PA",32241.0,110041.0,3573.0,1608.0,7473.0,6607,40.1563851,-75.2215317
"Amboy, IL",3825.0,57917.0,1054.0,244.0,253.0,2366,41.7190288,-89.3405618
"Amboy, MN",1258.0,65804.0,304.0,146.0,134.0,325,43.8879265,-94.1582641
"Amboy, WA",3702.0,82337.0,695.0,296.0,303.0,1840,45.9158875,-122.4888537
"Ambridge, PA",11213.0,50189.0,2753.0,693.0,1319.0,7042,40.5916465,-80.2269114
"Ambrose, GA",2153.0,51346.0,747.0,15.0,92.0,345,31.5951447,-83.0148952
"Ambrose, ND",219.0,-666666666.0,25.0,45.0,16.0,27,48.9559021,-103.4812551
"Amelia Court House, VA",9986.0,57656.0,2628.0,431.0,800.0,1069,37.3358581,-77.98663909999998
"Amelia, LA",189.0,-666666666.0,90.0,0.0,0.0,1045,29.663226300000005,-91.1109056
"Amelia, OH",22029.0,64030.0,4569.0,1526.0,2626.0,11856,39.0268635,-84.2180595
"Amenia, ND",290.0,84375.0,42.0,23.0,71.0,138,47.0064845,-97.2241043
"Amenia, NY",2645.0,65345.0,401.0,117.0,241.0,950,41.8482033,-73.5555745
"American Canyon, CA",20276.0,101865.0,2006.0,1317.0,2916.0,17855,38.1790331,-122.2596023
"American Falls, ID",5600.0,48488.0,872.0,167.0,354.0,4181,42.78284650000001,-112.8542111
"American Fork, UT",50222.0,92026.0,2966.0,2613.0,8222.0,29436,40.3778768,-111.7950737
"Americus, GA",24838.0,35977.0,4337.0,1441.0,1428.0,14219,32.0743772,-84.2228285
"Amery, WI",7928.0,61825.0,1906.0,661.0,779.0,1395,45.3045899,-92.3633558
"Ames, IA",69918.0,-333308270.5,3681.0,2683.0,10766.0,58028,42.025281,-93.6210872
"Ames, NE",516.0,64010.0,106.0,162.0,50.0,28,41.4484566,-96.6263385
"Ames, OK",527.0,56429.0,112.0,40.0,55.0,239,36.24696210000001,-98.1861387
"Amherst Junction, WI",1468.0,74097.0,379.0,101.0,249.0,328,44.46850900000001,-89.3172196
"Amherst, CO",264.0,54875.0,50.0,15.0,36.0,60,40.6831608,-102.1725958
"Amherst, NE",502.0,68571.0,98.0,63.0,76.0,282,40.8383725,-99.2695095
"Amherst, NH",11475.0,139421.0,1042.0,576.0,2991.0,587,42.8635763,-71.6238213
"Amherst, OH",21142.0,70813.0,4753.0,1923.0,2430.0,12393,41.4053292,-82.23172509999998
"Amherst, TX",978.0,50625.0,190.0,48.0,72.0,723,34.011981899999995,-102.4147756
"Amherst, VA",9830.0,54712.0,2003.0,909.0,1105.0,2150,37.581894,-79.0519948
"Amherst, WI",3423.0,69671.0,723.0,318.0,497.0,1052,44.4483294,-89.2816833
"Amherstdale, WV",1074.0,30057.0,375.0,7.0,8.0,246,37.7826216,-81.82707140000002
"Amidon, ND",132.0,49167.0,23.0,7.0,25.0,18,46.482247,-103.3196012
"Amity, AR",3551.0,48500.0,817.0,182.0,240.0,721,34.2661902,-93.4634233
"Amity, MO",418.0,92845.0,83.0,2.0,87.0,52,39.8683349,-94.4347003
"Amity, OR",4278.0,76397.0,763.0,298.0,384.0,1690,45.1161609,-123.1996722
"Amityville, NY",28363.0,86447.0,5941.0,1807.0,2956.0,9490,40.6698436,-73.41578709999997
"Amo, IN",162.0,73125.0,23.0,16.0,12.0,523,39.688878,-86.6126921
"Amonate, VA",0.0,-666666666.0,0.0,0.0,0.0,19,37.19059650000001,-81.64056579999998
"Amoret, MO",535.0,62500.0,149.0,24.0,66.0,190,38.2547955,-94.5872905
"Amory, MS",12790.0,46588.0,2314.0,660.0,969.0,5964,33.9818456,-88.48260649999997
"Amsterdam, MO",825.0,67143.0,292.0,36.0,70.0,238,38.3495026,-94.5890651
"Amsterdam, NY",28152.0,49036.0,5707.0,2638.0,2233.0,17949,42.9416277,-74.1905662
"Amsterdam, OH",2125.0,47050.0,647.0,102.0,160.0,511,40.4717332,-80.92168840000002
"Anacoco, LA",4562.0,63047.0,1223.0,199.0,367.0,823,31.256902,-93.3465448
"Anacortes, WA",21699.0,73802.0,2735.0,1600.0,4244.0,13882,48.4887249,-122.62398
"Anadarko, OK",9563.0,45083.0,2311.0,454.0,797.0,2487,35.06529570000001,-98.2444692
"Anaheim, CA",368615.0,80847.0,51947.0,17099.0,43954.0,346266,33.8555018,-117.7586572
"Anahola, HI",2245.0,69615.0,745.0,125.0,139.0,1820,22.1464017,-159.31459230000004
"Anahuac, TX",5127.0,45714.0,994.0,177.0,121.0,2692,29.7649283,-94.6786772
"Anamoose, ND",508.0,64038.0,169.0,63.0,33.0,227,47.8830682,-100.2422603
"Anamosa, IA",8855.0,54332.0,2264.0,711.0,738.0,3250,42.1088245,-91.2752054
"Anatone, WA",642.0,67917.0,76.0,45.0,68.0,33,46.13541729999999,-117.1324544
"Anawalt, WV",518.0,30139.0,131.0,31.0,51.0,204,37.3364563,-81.4405961
"Anchor Point, AK",2599.0,56415.0,524.0,167.0,264.0,2129,59.7473639,-151.6956971
"Anchor, IL",215.0,60750.0,55.0,10.0,14.0,157,40.56814,-88.5384604
"Anchorage, AK",242529.0,-190414097.14285713,32766.0,14113.0,34917.0,273506,61.1742503,-149.2843294
"Andale, KS",1603.0,96250.0,177.0,76.0,217.0,19,37.7915057,-97.6275008
"Andalusia, AL",20335.0,43656.5,4107.0,1421.0,1701.0,6223,31.3094363,-86.4780311
"Andalusia, IL",1318.0,67656.0,333.0,97.0,146.0,1181,41.4358913,-90.713922
"Anderson Island, WA",1181.0,80078.0,156.0,199.0,145.0,1518,47.1498738,-122.6816918
"Anderson, AK",120.0,106875.0,25.0,16.0,8.0,217,64.3082809,-149.16318669999995
"Anderson, CA",23228.0,49044.0,4069.0,1870.0,1782.0,9507,40.4497548,-122.29506979999998
"Anderson, IN",77871.0,47206.4,17355.0,5050.0,6564.0,54298,40.0897656,-85.6894485
"Anderson, MO",6302.0,51681.0,1368.0,344.0,497.0,1711,36.653148,-94.4440913
"Anderson, SC",97674.0,46008.25,16910.0,7876.0,9433.0,28546,34.5211663,-82.6473257
"Anderson, TX",3101.0,77821.0,606.0,132.0,336.0,244,30.4867554,-95.9903208
"Andersonville, TN",4120.0,48224.0,920.0,344.0,489.0,255,36.19695640000001,-84.03306090000002
"Andes, NY",923.0,55417.0,219.0,79.0,217.0,252,42.1876239,-74.7803489
"Andover, IA",127.0,60156.0,34.0,12.0,13.0,103,41.9800579,-90.2528347
"Andover, KS",14711.0,89118.0,1252.0,841.0,2653.0,10963,37.687165500000006,-97.1307531
"Andover, MA",35816.0,151334.0,1935.0,1307.0,8425.0,9136,42.655672,-71.1422439
"Andover, MN",49470.0,107760.0,6936.0,4783.0,8291.0,29132,45.2524198,-93.3374023
"Andover, NJ",8506.0,109167.0,1244.0,590.0,1983.0,602,40.9857433,-74.7437011
"Andover, NY",2121.0,52742.0,518.0,252.0,131.0,1038,42.1569955,-77.7960981
"Andover, OH",4323.0,44767.0,1093.0,190.0,229.0,1037,41.6065504,-80.568686
"Andover, SD",219.0,73750.0,74.0,16.0,42.0,91,45.41021720000001,-97.9037061
"Andrew, IA",456.0,48000.0,76.0,41.0,29.0,433,42.1531941,-90.5922774
"Andrews, IN",2074.0,60833.0,542.0,220.0,214.0,1162,40.8599141,-85.60212440000002
"Andrews, NC",4927.0,33224.0,1172.0,294.0,469.0,1579,35.1993659,-83.82581429999998
"Andrews, SC",10094.0,34040.0,2467.0,515.0,448.0,2938,33.4494269,-79.5659696
"Andrews, TX",18036.0,76158.0,3020.0,623.0,814.0,11398,32.3213357,-102.5518463
"Aneta, ND",510.0,55313.0,137.0,15.0,71.0,194,47.6797193,-97.9889837
"Angel Fire, NM",1454.0,45667.0,53.0,66.0,319.0,818,36.3779706,-105.2588387
"Angelica, NY",1389.0,47500.0,375.0,129.0,103.0,864,42.3055058,-78.02064490000002
"Angier, NC",21055.0,57271.0,3679.0,1805.0,2173.0,5120,35.511895,-78.7399503
"Angle Inlet, MN",0.0,-666666666.0,0.0,0.0,0.0,25,49.3474141,-95.0698215
"Angleton, TX",32469.0,64778.0,5921.0,1738.0,2801.0,18628,29.1717742,-95.4293113
"Angola, IN",18264.0,58099.0,4041.0,1114.0,1924.0,8429,41.64109000000001,-85.01097309999999
"Angola, NY",9605.0,55189.0,2214.0,924.0,931.0,2162,42.63788529999999,-79.0295159
"Angoon, AK",510.0,36250.0,178.0,54.0,9.0,440,57.44125740000001,-134.4783574
"Anguilla, MS",974.0,33125.0,173.0,30.0,130.0,378,32.9718691,-90.8282592
"Angwin, CA",3935.0,89531.0,219.0,250.0,573.0,2654,38.5778747,-122.4512239
"Animas, NM",683.0,50000.0,178.0,58.0,43.0,97,31.9448626,-108.806459
"Anita, IA",1330.0,50938.0,415.0,92.0,116.0,817,41.4437166,-94.7659609
"Aniwa, WI",997.0,54808.0,234.0,104.0,59.0,259,45.00998720000001,-89.20794599999998
"Ankeny, IA",66775.0,85012.0,6411.0,5341.0,14836.0,50456,41.728724,-93.6025211
"Anmoore, WV",397.0,45625.0,113.0,35.0,10.0,768,39.2563175,-80.293972
"Ann Arbor, MI",167464.0,-133273895.8,6403.0,4772.0,28541.0,110839,42.2761471,-83.73085959999997
"Anna Maria, FL",724.0,74000.0,138.0,24.0,168.0,2069,27.5298331,-82.7337187
"Anna, IL",6582.0,47522.0,1283.0,266.0,717.0,3868,37.4671076,-89.2345219
"Anna, OH",4281.0,84740.0,1137.0,313.0,437.0,1551,40.3959077,-84.17565859999998
"Anna, TX",16349.0,90540.0,2594.0,876.0,1760.0,6166,33.3473228,-96.5502524
"Annabella, UT",843.0,71375.0,121.0,86.0,102.0,773,38.7060092,-112.0585637
"Annandale, MN",7364.0,73171.0,1553.0,582.0,880.0,3484,45.2598594,-94.1204567
"Annandale, NJ",8504.0,127130.0,597.0,377.0,1591.0,1646,40.646818,-74.8881442
"Annandale, VA",59375.0,110086.0,6320.0,1980.0,11404.0,41429,38.83280120000001,-77.1962288
"Annapolis, IL",277.0,60750.0,51.0,24.0,62.0,29,39.14304620000001,-87.81712850000002
"Annapolis, MD",96629.0,104794.6,9590.0,4542.0,19565.0,39557,38.97215170000001,-76.5053318
"Annapolis, MO",1299.0,36905.0,295.0,40.0,53.0,343,37.3610619,-90.6957745
"Annawan, IL",1230.0,62375.0,294.0,116.0,173.0,879,41.396382,-89.8905671
"Anniston, AL",49771.0,53011.0,9775.0,2721.0,3182.0,20967,33.6734685,-85.8108912
"Anniston, MO",148.0,27188.0,45.0,5.0,0.0,78,36.8243389,-89.3266547
"Annona, TX",681.0,32381.0,204.0,36.0,72.0,307,33.5818109,-94.9130785
"Annville, KY",2366.0,33837.0,533.0,139.0,159.0,1073,37.3316554,-83.96275809999999
"Annville, PA",11903.0,70236.0,3026.0,534.0,1319.0,4982,40.3325045,-76.507684
"Anoka, MN",49784.0,84444.0,8257.0,4410.0,6416.0,18360,45.2143985,-93.3916379
"Anselmo, NE",459.0,57500.0,126.0,51.0,53.0,143,41.6185813,-99.8645769
"Ansley, NE",832.0,51705.0,154.0,74.0,88.0,444,41.2863384,-99.3825465
"Anson, ME",2192.0,36375.0,579.0,118.0,120.0,594,44.7967318,-69.90024090000001
"Anson, TX",2659.0,48412.0,438.0,133.0,229.0,182,32.7545109,-99.8961752
"Ansonia, CT",18725.0,55033.0,4180.0,1074.0,1771.0,19223,41.3442494,-73.06982540000001
"Ansonia, OH",2542.0,60221.0,655.0,123.0,183.0,1174,40.2141468,-84.6342252
"Ansonville, NC",720.0,50163.0,292.0,32.0,47.0,636,35.1041815,-80.10969200000002
"Ansted, WV",1712.0,38656.0,562.0,34.0,117.0,1281,38.1354437,-81.1035416
"Antelope, CA",47823.0,81028.0,8286.0,3251.0,5542.0,47269,38.7153301,-121.3609616
"Antelope, MT",129.0,69500.0,9.0,0.0,28.0,71,48.6897143,-104.4540173
"Anthon, IA",963.0,59205.0,225.0,98.0,104.0,462,42.38809370000001,-95.8655488
"Anthony, KS",2465.0,51563.0,553.0,117.0,166.0,1960,37.1585331,-98.0427758
"Anthony, NM",19623.0,32377.0,2334.0,780.0,975.0,9270,32.013148,-106.5983964
"Anthony, TX",7136.0,37083.0,895.0,371.0,409.0,4488,31.9867309,-106.5986342
"Antigo, WI",12900.0,48065.0,3500.0,1004.0,951.0,7267,45.1412691,-89.15522490000002
"Antimony, UT",115.0,37857.0,3.0,19.0,14.0,124,38.1030194,-111.9822948
"Antioch, CA",111188.0,84574.0,16820.0,7379.0,10781.0,108350,37.978336,-121.7960638
"Antioch, IL",24058.0,87219.0,4346.0,1429.0,3876.0,13871,42.4771501,-88.0671291
"Antler, ND",303.0,61364.0,37.0,27.0,52.0,28,48.97131870000001,-101.2831639
"Antlers, OK",5756.0,35849.0,1200.0,233.0,399.0,1989,34.2337644,-95.6232716
"Antoine, AR",153.0,30893.0,23.0,15.0,0.0,117,34.034536200000005,-93.4213614
"Anton Chico, NM",567.0,19192.0,142.0,73.0,5.0,137,35.1948695,-105.1438967
"Anton, TX",1528.0,42000.0,247.0,87.0,87.0,1138,33.8113191,-102.1621734
"Antonito, CO",2271.0,30556.0,436.0,55.0,221.0,775,37.0762463,-106.0103317
"Antrim, NH",3147.0,76500.0,535.0,287.0,473.0,1480,43.0440183,-71.951029
"Antwerp, NY",1607.0,49000.0,339.0,139.0,54.0,707,44.1995381,-75.6089707
"Antwerp, OH",3522.0,52400.0,1201.0,191.0,243.0,1317,41.1801758,-84.7360993
"Anza, CA",4557.0,43036.0,834.0,249.0,317.0,4437,33.5615903,-116.69606609999998
"Apache Junction, AZ",56097.0,49286.0,12008.0,4124.0,5272.0,33765,33.3983136,-111.5353462
"Apache, OK",3158.0,46818.0,700.0,152.0,261.0,1038,34.893597,-98.3586128
"Apalachicola, FL",3887.0,49292.0,760.0,166.0,295.0,2250,29.727426399999995,-84.9940473
"Apalachin, NY",7799.0,85625.0,1399.0,785.0,1195.0,1877,42.0638436,-76.1567573
"Apex, NC",77866.0,109533.0,5052.0,4776.0,18791.0,45361,35.7237995,-78.872641
"Apison, TN",4669.0,71890.0,694.0,214.0,855.0,2195,35.004853999999995,-85.0096756
"Aplington, IA",1779.0,56747.0,462.0,196.0,180.0,1110,42.58192460000001,-92.8835237
"Apollo Beach, FL",20380.0,88654.0,2610.0,1614.0,3850.0,15425,27.76302,-82.4033127
"Apollo, PA",13536.0,58733.0,3965.0,1218.0,1490.0,1647,40.5850045,-79.5646772
"Apopka, FL",101914.0,65254.5,15923.0,7031.0,12705.0,52217,28.7017011,-81.5318249
"Appalachia, VA",2712.0,27250.0,450.0,176.0,149.0,1208,36.9127161,-82.79500290000001
"Apple Creek, OH",8517.0,62381.0,1015.0,229.0,285.0,1203,40.74886970000001,-81.83173559999999
"Apple Grove, WV",932.0,38966.0,252.0,41.0,23.0,177,38.6665848,-82.17173620000001
"Apple River, IL",1074.0,72772.0,259.0,91.0,60.0,355,42.502261,-90.0936989
"Apple Valley, CA",81356.0,56531.0,14567.0,5213.0,5701.0,71254,34.5333761,-117.2103584
"Appleton City, MO",2031.0,39906.0,534.0,80.0,144.0,935,38.1911408,-94.0316677
"Appleton, MN",2051.0,42361.0,520.0,146.0,220.0,1307,45.1994745,-96.0222259
"Appleton, WI",122102.0,64821.5,20506.0,10187.0,19257.0,75508,44.2779475,-88.38826429999997
"Appling, GA",6173.0,70106.0,1415.0,359.0,721.0,807,33.5709572,-82.3101546
"Appomattox, VA",9206.0,55652.0,2049.0,558.0,962.0,1807,37.3587375,-78.8264458
"Aptos, CA",25185.0,103982.0,1517.0,1987.0,6121.0,5221,36.99115,-121.8934565
"Aquasco, MD",860.0,71313.0,182.0,39.0,124.0,1065,38.5915344,-76.6971254
"Aquebogue, NY",39.0,-666666666.0,0.0,0.0,10.0,1907,40.9440126,-72.6153968
"Aquilla, TX",1160.0,58988.0,253.0,109.0,110.0,102,31.853894300000004,-97.2196404
"Arab, AL",17208.0,46157.0,2628.0,1278.0,1604.0,6864,34.332386799999995,-86.50116650000002
"Arabi, GA",1056.0,37476.0,284.0,61.0,39.0,63,31.8193577,-83.71920809999997
"Arabi, LA",4387.0,46194.0,676.0,322.0,343.0,4549,29.953037,-89.996264
"Aragon, GA",5136.0,57692.0,1214.0,175.0,181.0,1207,34.0462777,-85.056709
